client_ssn,client_name,client_street,client_city,client_zip,client_state,client_dob,client_phone,firm_id,dept_num
752-09-4321,Phyllida Henriet,90 Reinke Pass,Richmond,23228,Virginia,2000-08-26,8045943177,22-323-0813,0813-114
753-26-1834,Romeo Skin,0 Anderson Parkway,Memphis,38126,Tennessee,2021-11-08,9018170023,18-439-1489,1489-124
753-62-6036,Sasha Buckell,0396 Burning Wood Hill,Brockton,2405,Massachusetts,2021-01-09,5082928761,18-439-1489,1489-110
753-73-8073,Cloe Mummery,8 Lake View Parkway,Corpus Christi,78465,Texas,1917-07-14,3617172581,18-439-1489,1489-100
754-44-2422,Gauthier Kemmish,79460 Mosinee Place,Akron,44315,Ohio,1986-10-01,3309883733,38-183-8757,8757-112
754-70-2296,Spence Espinal,7944 Manley Alley,Arlington,22205,Virginia,1976-04-01,7036816186,38-183-8757,8757-122
754-75-3183,Rik Penhearow,68172 Mockingbird Plaza,Las Vegas,89145,Nevada,1975-01-29,7027005708,36-768-2911,2911-114
754-84-3713,Billye Murtell,191 Bultman Way,West Palm Beach,33405,Florida,1976-01-25,5619790713,36-768-2911,2911-118
755-17-9760,Garrick Jobbings,77 Pennsylvania Circle,Santa Barbara,93106,California,1925-06-02,8053656521,36-768-2911,2911-106
755-44-2185,Chickie Chartres,16 Thackeray Trail,El Paso,79905,Texas,1935-03-16,9159834110,36-768-2911,2911-122
755-63-4512,Vin Sockell,04853 Cascade Point,Washington,20530,District of Columbia,1932-10-17,2025279191,38-183-8757,8757-112
755-72-7190,Archaimbaud David,057 Hansons Lane,North Port,34290,Florida,1971-07-20,9416204610,38-183-8757,8757-122
756-68-5151,Elfreda Latter,2 Sutteridge Point,Madison,53705,Wisconsin,1991-05-29,6081500343,19-605-3360,3360-106
756-69-4430,Richart Hoovart,19492 Dryden Trail,Hartford,6183,Connecticut,1957-08-24,8605802639,19-605-3360,3360-112
757-29-0118,Hunt Launchbury,84985 Shelley Plaza,Orlando,32885,Florida,1944-07-23,4072438854,19-605-3360,3360-118
760-20-7571,Joellyn Baumert,7607 Holy Cross Road,Arlington,22212,Virginia,1934-09-24,5716295014,93-738-4268,4268-106
761-80-3041,Fidole Ropkes,10 Blaine Center,Sacramento,95894,California,1963-09-07,9163107148,93-738-4268,4268-124
762-23-4730,Pedro Gantley,7 Hudson Lane,Fresno,93750,California,1968-12-30,5591342981,82-858-3085,3085-100
762-76-6208,Pepe Bazell,2318 Basil Terrace,Huntsville,35895,Alabama,1948-01-05,2566636610,93-738-4268,4268-124
765-15-2167,Dorine Walisiak,17290 Nancy Street,Pocatello,83206,Idaho,1923-11-23,2087844041,93-738-4268,4268-106
765-24-4730,Veriee Milborn,36 Loftsgordon Alley,Washington,20380,District of Columbia,1955-12-08,2025037063,44-618-0600,0600-122
765-41-3405,Calla Biggadike,5013 Vahlen Road,Dallas,75323,Texas,2009-03-30,2146479865,44-618-0600,0600-104
765-82-2753,Thoma Blissett,2304 Service Avenue,Albany,12205,New York,1992-12-26,5189934942,44-618-0600,0600-110
766-55-6511,Kylie Aberhart,625 Eastlawn Parkway,Bloomington,61709,Illinois,1966-07-19,3096784475,44-618-0600,0600-112
767-09-3190,Inglis Rain,321 Morrow Point,Honolulu,96810,Hawaii,1922-02-26,8084826353,36-768-2911,2911-106
767-46-1800,Celisse Delahunty,3766 Haas Trail,Bronx,10454,New York,1910-06-13,7186191159,36-768-2911,2911-114
767-88-8801,Catarina Dudny,268 Melby Park,Waterbury,6705,Connecticut,1998-08-31,2033064816,36-768-2911,2911-118
768-32-9354,Armstrong Schimmang,2 Northport Lane,Tallahassee,32314,Florida,1935-06-21,8508715206,36-768-2911,2911-122
769-47-5161,Camille Fareweather,28 Red Cloud Crossing,Killeen,76544,Texas,1995-08-18,2543231519,19-605-3360,3360-118
772-18-0886,Aldwin Powton,4 Manufacturers Parkway,Jersey City,7310,New Jersey,1957-02-11,5514842204,19-605-3360,3360-112
772-22-8956,Aylmer Lindbergh,9 Glacier Hill Circle,Miami,33111,Florida,1942-09-21,7866638469,19-605-3360,3360-106
772-83-3329,Kellina Bottini,85655 Debs Parkway,Mobile,36641,Alabama,2011-03-19,2513062999,78-297-6374,6374-102
773-16-9463,Mycah Enever,247 Cambridge Junction,Pasadena,91103,California,1977-12-27,3235692591,78-297-6374,6374-102
773-68-9914,Sher Lisamore,2962 Monument Crossing,North Little Rock,72118,Arkansas,2005-07-29,5011759711,22-285-1947,1947-112
773-99-1274,Filip Ramirez,61 Pawling Pass,Billings,59105,Montana,1960-07-24,4063460585,22-285-1947,1947-124
776-44-6378,Channa Elion,5215 Stang Crossing,Troy,48098,Michigan,1993-05-09,2481893708,22-285-1947,1947-106
776-64-9888,Drusy Hoodlass,61 Spohn Lane,Lafayette,70505,Louisiana,1903-11-18,3373381487,26-647-2021,2021-102
776-80-5548,Vivyanne Suffe,3 Grasskamp Center,North Las Vegas,89087,Nevada,1991-10-27,7022424559,26-647-2021,2021-124
777-50-8837,Sheridan Dan,4 Pond Hill,Peoria,85383,Arizona,1919-04-06,6025718876,22-285-1947,1947-112
778-14-9693,Linnea Dunnan,6021 Commercial Road,Atlanta,30323,Georgia,1943-03-28,4047643871,22-285-1947,1947-106
778-43-6639,Marc Galliard,448 Nobel Plaza,Philadelphia,19125,Pennsylvania,1915-09-30,2158468838,22-285-1947,1947-124
778-81-8266,Merry McPeice,556 Ludington Plaza,Redwood City,94064,California,1999-05-28,6503158358,05-212-3704,3704-104
778-94-0719,Woody Pesterfield,2 Tony Court,South Bend,46699,Indiana,1978-08-12,5741395167,05-212-3704,3704-104
778-97-6817,Andie Chapelhow,44 Stang Park,Huntington,25711,West Virginia,2011-03-03,3046540005,26-647-2021,2021-102
779-24-6918,Ursala Kaasman,804 Gateway Center,New Bedford,2745,Massachusetts,1954-07-07,5087962378,26-647-2021,2021-124
779-50-7003,Onfroi Barta,884 Corben Avenue,Philadelphia,19151,Pennsylvania,2006-11-26,2159684955,80-711-7692,7692-106
779-57-3904,Prudence Fellman,9 Little Fleur Road,Philadelphia,19125,Pennsylvania,1917-05-10,2157222763,80-711-7692,7692-118
780-20-1018,Vicky Springthorp,29 Dapin Place,Bronx,10469,New York,1952-02-25,3472754592,80-711-7692,7692-120
780-36-7956,Rasla Merrikin,0679 Dorton Terrace,Minneapolis,55441,Minnesota,2009-11-18,7633685683,26-647-2021,2021-124
783-23-3476,Deena Jacquet,7 Rusk Street,Glendale,85305,Arizona,1906-05-15,6028976790,26-647-2021,2021-102
783-86-1880,Ellsworth Tebbs,9 Hagan Plaza,Austin,78732,Texas,1935-08-07,5129677401,36-768-2911,2911-106
784-09-2629,Arri Stellman,928 Eliot Terrace,San Bernardino,92405,California,1957-11-17,9095134494,36-768-2911,2911-118
784-87-2935,Karole Klaff,5 Morningstar Plaza,Fort Worth,76178,Texas,1945-03-06,6826874960,36-768-2911,2911-114
787-55-2760,Leela Yesenin,0631 Dixon Park,Raleigh,27610,North Carolina,2006-11-14,9192933732,36-768-2911,2911-122
790-49-3681,Sandy Bouzek,443 Graedel Circle,Ann Arbor,48107,Michigan,1921-08-04,7346513993,74-575-2423,2423-108
791-55-5296,Sumner Sheard,2 Utah Drive,Austin,78789,Texas,1975-05-10,5126670069,74-575-2423,2423-122
791-67-6771,Blinni Roos,36186 Londonderry Center,Louisville,40293,Kentucky,2018-07-17,5027000907,74-575-2423,2423-116
792-03-2752,Daffie Bamborough,6 Algoma Alley,Colorado Springs,80951,Colorado,1917-09-07,7192859214,74-575-2423,2423-124
792-39-9877,Emmy Leon,76203 Butternut Court,Fayetteville,28314,North Carolina,1993-10-03,9105960723,82-858-3085,3085-100
792-64-2058,Ralf Antonetti,98297 Sugar Plaza,Baltimore,21203,Maryland,1913-09-25,4101710532,28-990-1568,1568-124
793-16-9643,Aubry Lovat,983 Warbler Place,Lynn,1905,Massachusetts,1901-03-21,3398277391,28-990-1568,1568-100
793-86-6496,Constance McHale,728 Prairieview Street,Phoenix,85040,Arizona,2014-09-17,4808286052,28-990-1568,1568-108
794-08-5162,Cordy Sjollema,87 Meadow Vale Pass,North Hollywood,91606,California,1913-11-25,8184901303,44-618-0600,0600-104
795-33-2489,Ardine Simko,0 John Wall Alley,Milwaukee,53263,Wisconsin,1991-09-22,4149655949,44-618-0600,0600-110
795-97-1394,Maynord Nenci,385 Prairieview Road,Trenton,8608,New Jersey,1923-09-25,6099025752,44-618-0600,0600-122
797-85-1248,Kandy Vanshin,45 Buhler Parkway,Danbury,6816,Connecticut,2013-12-19,2035943538,44-618-0600,0600-112
799-26-7361,Walt Fowlestone,4783 Hoepker Road,Bellevue,98008,Washington,1903-06-07,4256954459,64-866-6708,6708-122
799-70-4641,Dana Ker,62 Buell Plaza,Fort Wayne,46852,Indiana,1984-08-05,2608919065,64-866-6708,6708-106
800-51-4229,Jeremias Raymen,7402 Doe Crossing Place,Austin,78749,Texas,1973-10-11,5126413568,64-866-6708,6708-116
803-59-9631,Adelbert Phillott,7 Fairview Alley,Washington,20005,District of Columbia,1914-06-19,2024682826,64-866-6708,6708-120
804-17-6919,Donia Colleymore,8 Riverside Place,Cincinnati,45271,Ohio,1965-10-23,5138843009,18-439-1489,1489-110
804-42-8235,Fiona Wincom,5584 Paget Plaza,Corpus Christi,78475,Texas,1952-05-27,3617382873,18-439-1489,1489-100
805-32-0671,Arleta Kennedy,65 Rieder Lane,Mobile,36670,Alabama,1927-04-10,2516391678,18-439-1489,1489-124
805-58-4009,Pryce Salkeld,28780 Parkside Terrace,Montgomery,36119,Alabama,1952-07-22,3341933042,64-866-6708,6708-116
805-61-5864,Jemie Hullah,276 Killdeer Trail,Chicago,60652,Illinois,1970-03-04,7738693456,64-866-6708,6708-106
806-99-1952,Fabio Taffurelli,12 Daystar Court,Houston,77010,Texas,1937-02-19,7132774190,64-866-6708,6708-122
809-05-9247,Alejandra Grocutt,37 Morningstar Drive,San Jose,95138,California,1991-11-17,4081295910,64-866-6708,6708-120
809-57-7830,Micky Padkin,7919 Northwestern Pass,Philadelphia,19093,Pennsylvania,1941-10-07,2158470442,82-858-3085,3085-100
810-55-5967,Abby Kirwan,244 Warbler Place,San Jose,95113,California,1916-12-02,4082004863,18-439-1489,1489-100
811-52-9315,Lewie Airlie,95 Meadow Valley Pass,Bloomington,47405,Indiana,2011-02-06,8122930191,18-439-1489,1489-110
812-71-4992,Pacorro Ailmer,63513 Meadow Ridge Avenue,Evansville,47737,Indiana,1903-08-28,8123459434,18-439-1489,1489-124
814-98-6336,Elli Matura,991 Ilene Parkway,Milwaukee,53220,Wisconsin,1947-10-23,4145572175,27-836-4773,4773-118
815-60-3422,Freddy Salzburger,4 Pepper Wood Street,Albuquerque,87140,New Mexico,2008-03-02,5057062945,27-836-4773,4773-104
815-60-9325,Alford Kinnie,14 Kenwood Plaza,Richmond,23293,Virginia,1916-12-02,8048044609,27-836-4773,4773-112
816-05-1612,Mariska Lacky,781 Truax Drive,Reston,20195,Virginia,2010-11-28,7031717456,27-836-4773,4773-102
816-49-0291,Stella Caldero,7 Debs Trail,Tulsa,74133,Oklahoma,1985-01-21,9186036489,78-297-6374,6374-102
818-16-5954,Elga Belderson,2653 Fulton Street,Knoxville,37995,Tennessee,1952-03-27,8655135457,28-990-1568,1568-100
818-24-3677,Fabiano Really,582 Judy Parkway,Reston,20195,Virginia,1927-10-27,7032460531,28-990-1568,1568-108
818-27-1251,Alix Kuschke,39 Corscot Court,Metairie,70005,Louisiana,2008-10-13,5041444093,28-990-1568,1568-124
820-22-8843,Gay Millwater,6175 Killdeer Street,San Diego,92105,California,2014-02-19,6194222553,96-251-8140,8140-110
821-32-2644,Maxi Iggalden,952 Ridgeway Road,San Jose,95150,California,1941-01-01,4081846274,96-251-8140,8140-104
822-11-6985,Ruthy Ridding,4177 International Court,Winter Haven,33884,Florida,1926-06-04,8636162969,96-251-8140,8140-114
822-97-6703,Barbra Ahrend,59 Hallows Circle,Milwaukee,53205,Wisconsin,1967-12-17,2628113364,96-251-8140,8140-100
823-03-8120,Mahmoud Fayne,51133 Golden Leaf Pass,Pasadena,91186,California,1941-09-22,6266688499,96-251-8140,8140-102
823-18-9768,Crystie Raveau,2035 Truax Lane,Vancouver,98687,Washington,1954-02-06,3603776374,96-251-8140,8140-124
823-76-5326,Zelma Griffe,03 Lukken Parkway,Hampton,23668,Virginia,1943-12-08,7573228482,96-251-8140,8140-120
823-87-9528,Boris Harpin,436 Rusk Point,Bloomington,61709,Illinois,1962-10-25,3091615641,96-251-8140,8140-122
827-59-7195,Rubie Mattei,2 Lakeland Place,Colorado Springs,80935,Colorado,1916-03-07,7199664826,36-768-2911,2911-114
828-41-4669,Zebadiah Filipic,80 Orin Plaza,Des Moines,50362,Iowa,1962-12-10,5157546076,36-768-2911,2911-122
829-11-7366,Dael Teale,04873 Golf View Junction,Arlington,22205,Virginia,2012-07-16,7037372423,36-768-2911,2911-106
829-28-6805,Corbett Park,2193 Waubesa Center,Albany,12210,New York,1910-06-10,5183276259,36-768-2911,2911-118
830-27-1975,Rivi Ort,0 Bayside Street,Buffalo,14263,New York,1911-08-08,7164980941,80-711-7692,7692-106
830-70-8121,Tiffanie Hirtzmann,8 Mcguire Plaza,Harrisburg,17126,Pennsylvania,1999-06-01,7173418129,80-711-7692,7692-118
832-17-4689,Hansiain Sibthorpe,457 Vera Parkway,Northridge,91328,California,1930-11-05,8188160396,80-711-7692,7692-120
832-18-5516,Sherlocke Lethardy,28 Talisman Center,San Angelo,76905,Texas,1992-11-24,3258525531,05-212-3704,3704-104
832-19-2656,Frederik Sussans,089 Kropf Plaza,Henderson,89074,Nevada,2001-03-28,7026369335,52-271-5785,5785-114
833-10-6870,Brittan Cocozza,5 Pepper Wood Junction,New Orleans,70179,Louisiana,1932-07-03,5045218119,52-271-5785,5785-122
833-54-5830,Leshia Belchambers,80 Oak Valley Way,Montgomery,36104,Alabama,2001-11-25,3344655000,52-271-5785,5785-110
835-91-5218,Lebbie Dagnan,4 Raven Lane,Fort Smith,72916,Arkansas,2014-08-30,4793107975,96-251-8140,8140-104
836-03-8754,Carey Cheverell,52705 Sunbrook Park,El Paso,88541,Texas,1954-04-08,9157072413,96-251-8140,8140-114
836-08-6174,Gayla Ickovicz,6327 Kingsford Parkway,Chicago,60624,Illinois,1900-07-23,3129266125,96-251-8140,8140-102
837-78-8261,Lion MacSharry,4338 Bunker Hill Way,Miami,33147,Florida,1950-07-15,7868539860,96-251-8140,8140-120
838-18-7638,Estrella Portis,01 Riverside Plaza,Richmond,23208,Virginia,1988-09-29,8045346383,96-251-8140,8140-110
839-79-4451,Rana Rumsby,95 Springs Lane,Newton,2458,Massachusetts,1986-10-25,8575741628,96-251-8140,8140-100
840-91-3483,Carree Dasent,3 Red Cloud Alley,Oceanside,92056,California,1948-10-19,8588622554,96-251-8140,8140-124
840-98-7621,Bessie Vuitte,50 Express Court,Lake Charles,70607,Louisiana,1973-03-07,3373646396,96-251-8140,8140-122
843-09-1240,Keelia Vanstone,6 Talmadge Court,New Orleans,70124,Louisiana,1973-06-23,9852941972,87-043-6401,6401-112
843-20-5327,North Withey,4048 Cascade Center,Suffolk,23436,Virginia,1963-09-14,7573332229,87-043-6401,6401-124
843-20-6193,Lonnie Crumb,8334 Dwight Parkway,Washington,20575,District of Columbia,1908-12-15,2022140438,87-043-6401,6401-108
843-47-7622,Garald Berridge,73 Anthes Junction,Atlanta,30343,Georgia,1964-05-17,4043938842,87-043-6401,6401-104
844-34-3018,Laraine Petric,53278 Melby Alley,Denver,80217,Colorado,2017-12-15,3032738039,87-043-6401,6401-110
845-03-0141,Marten Kienzle,04 Red Cloud Point,Shawnee Mission,66215,Kansas,1937-11-11,9132315322,87-043-6401,6401-114
845-36-1518,Eula Cubberley,3 Banding Terrace,Lincoln,68524,Nebraska,1953-03-20,4027104967,87-043-6401,6401-100
846-32-6152,Nero Duly,6 Bartillon Point,Fort Lauderdale,33336,Florida,1912-11-02,7545398123,87-043-6401,6401-106
846-86-6673,Jeniffer Towns,838 Fairfield Terrace,Rockville,20851,Maryland,1933-03-01,2409938373,77-304-4805,4805-108
847-90-6201,Palm Capstaff,06531 Judy Place,Fresno,93740,California,1987-10-05,5599850863,77-304-4805,4805-104
849-92-5873,Baird Blinkhorn,499 Anderson Terrace,Sacramento,94207,California,1948-05-06,9164321615,77-304-4805,4805-104
851-42-2908,Serena Leah,0 Anthes Trail,Wilmington,19886,Delaware,1967-06-15,3024969273,77-304-4805,4805-108
853-14-1210,Otha Hatchman,7528 Memorial Terrace,Fairfax,22036,Virginia,1912-11-23,5719936990,31-448-4700,4700-104
855-97-2879,Hazlett Pea,590 Pierstorff Parkway,Des Moines,50310,Iowa,1949-04-24,5156977603,18-439-1489,1489-110
857-59-3664,Deina Driffe,2766 Kenwood Center,Atlanta,30311,Georgia,1989-01-20,6785087597,18-439-1489,1489-124
857-68-7071,Minta Crookshank,636 Prentice Terrace,Nashville,37205,Tennessee,1907-08-23,6156077402,18-439-1489,1489-100
860-25-4968,Cher Lammerts,7193 Farragut Terrace,Los Angeles,90045,California,1991-07-20,6504224541,28-990-1568,1568-124
860-72-7808,Ravi Whapham,3917 Kim Park,Atlanta,30375,Georgia,1966-06-05,4045045427,28-990-1568,1568-108
860-89-2355,Raffaello Fitzsimon,8650 Oxford Trail,Santa Rosa,95405,California,1944-11-04,7075046358,28-990-1568,1568-100
861-70-6864,Leonid Kenningham,5335 Dahle Road,Spring,77386,Texas,2016-09-13,8329327348,99-416-9999,9999-100
861-96-0815,Lewie Menendez,22 Buhler Terrace,San Jose,95138,California,1907-04-16,4086927577,88-111-7817,7817-106
862-24-7656,Candice Cisson,1 Maryland Hill,Pensacola,32595,Florida,1929-11-24,8509719184,64-866-6708,6708-120
862-38-8937,Gabrila Lambden,1 Bobwhite Terrace,Hartford,6105,Connecticut,1993-07-12,8609789897,64-866-6708,6708-106
864-06-1125,Brooke Lenton,93607 Hooker Plaza,Jacksonville,32209,Florida,2001-10-16,9041268195,64-866-6708,6708-122
865-50-5396,Camella Reddish,20 Oneill Road,Los Angeles,90020,California,1988-06-04,5625497198,64-866-6708,6708-116
865-83-0710,Vinita Eberz,620 Delaware Trail,Charleston,29411,South Carolina,2011-09-29,8438608161,52-271-5785,5785-110
866-29-4953,Cobb Neissen,9496 Union Center,Anderson,29625,South Carolina,1908-05-24,8648771866,52-271-5785,5785-114
866-46-2277,Milissent Chanter,04 Sycamore Trail,Columbia,29203,South Carolina,1969-08-17,8035360347,52-271-5785,5785-122
866-50-8248,Pate Dilawey,303 Sachtjen Crossing,Austin,78715,Texas,1973-05-02,5128623411,82-858-3085,3085-100
866-61-2854,Kelcy Brockman,649 Burrows Parkway,San Diego,92191,California,2008-03-31,6192706797,14-373-4613,4613-118
868-28-9152,Kamilah Gilston,20913 Ruskin Plaza,South Bend,46620,Indiana,1976-03-16,5747565519,14-373-4613,4613-106
868-82-9733,Olivier Exeter,17 Continental Court,Charleston,29416,South Carolina,1989-01-14,8432669113,22-285-1947,1947-106
871-14-5218,Melita Hafford,4741 Onsgard Avenue,Norfolk,23551,Virginia,1924-04-06,7575032674,22-285-1947,1947-124
871-62-4926,Terrence Casella,69 Warrior Hill,Milwaukee,53205,Wisconsin,1902-12-07,9206165722,22-285-1947,1947-112
873-50-1460,Doti Cauderlie,237 Ridgeview Pass,El Paso,79911,Texas,2016-10-02,9155801458,52-271-5785,5785-114
873-97-2987,Hadleigh Bilsborrow,4614 Fairview Place,Washington,20397,District of Columbia,1981-04-03,2022232608,52-271-5785,5785-122
875-16-4009,Otis Siemandl,68122 Bashford Drive,Charlotte,28220,North Carolina,1901-07-12,7043949818,52-271-5785,5785-110
875-61-0295,Dedie Hayer,9 Old Gate Parkway,Sacramento,95852,California,1939-01-15,9164221540,74-575-2423,2423-124
877-22-0787,Brett MacLese,22 Hermina Plaza,Grand Rapids,49560,Michigan,1907-04-01,6161186809,74-575-2423,2423-116
877-85-2016,Leshia Bagshaw,8574 Columbus Road,Tampa,33615,Florida,1966-05-02,8131729179,74-575-2423,2423-108
878-91-9752,Amelie Gillon,71673 Claremont Alley,New York City,10120,New York,2000-03-25,2123694762,74-575-2423,2423-122
879-21-3908,Jeannie Briddle,27918 Duke Point,Cleveland,44177,Ohio,1963-12-31,2161604502,82-858-3085,3085-100
879-63-3176,Terencio Bier,269 Lakeland Way,Brooklyn,11225,New York,1946-05-08,7181913813,64-866-6708,6708-106
882-52-7028,Adelle Bucknall,719 Rutledge Circle,Lexington,40505,Kentucky,1946-11-05,8594488724,64-866-6708,6708-116
882-60-5289,Lianne Kopman,507 Hudson Crossing,Charlotte,28289,North Carolina,1907-05-31,7049519550,64-866-6708,6708-122
883-62-2119,Blythe Egan,7376 Melby Center,Dallas,75367,Texas,1962-07-25,2145734397,64-866-6708,6708-120
885-35-7263,Elnora Shakesby,896 Cambridge Parkway,Lehigh Acres,33972,Florida,1936-07-28,2392244482,93-738-4268,4268-106
887-09-8892,Leigh Jodrelle,8 Toban Point,Houston,77223,Texas,1902-05-29,7132165541,93-738-4268,4268-124
887-10-3540,Shellysheldon Hockell,1 Thackeray Parkway,Oklahoma City,73147,Oklahoma,1905-04-19,4055312936,87-043-6401,6401-124
888-54-8617,Madel Schulkins,4 Pawling Crossing,Pueblo,81010,Colorado,1933-12-19,7197455340,87-043-6401,6401-106
889-02-3506,Parry Towe,06622 Gale Alley,Los Angeles,90101,California,2021-07-26,2134321208,87-043-6401,6401-100
889-93-0171,Stephanus Burds,9 Lerdahl Way,Albany,12205,New York,2016-03-26,5181604911,87-043-6401,6401-112
891-92-9448,Janka Louiset,202 Magdeline Road,Pocatello,83206,Idaho,1926-09-05,2083909120,87-043-6401,6401-110
892-18-8501,Mikaela De Filippi,3 Debra Street,Lubbock,79415,Texas,1924-06-05,8062917906,87-043-6401,6401-114
893-11-2270,Morganne Duffitt,444 Morning Pass,Portland,97232,Oregon,1983-09-26,5031773830,87-043-6401,6401-108
893-42-9019,Dewain Feather,4 Stephen Crossing,Des Moines,50362,Iowa,1965-05-22,5156834575,87-043-6401,6401-104
893-49-2684,Garik Boulter,4862 Logan Alley,Minneapolis,55446,Minnesota,1939-11-05,6123455120,44-618-0600,0600-104
894-15-9419,Arturo Sorrill,41629 Bartelt Junction,San Bernardino,92405,California,2006-10-31,9097652080,44-618-0600,0600-110
895-67-6519,Whitman Maliphant,53 Merrick Avenue,San Francisco,94159,California,1918-09-11,4153082268,44-618-0600,0600-122
896-06-0453,Karyn De La Cote,441 Manitowish Drive,Baton Rouge,70826,Louisiana,1913-05-29,2258056856,44-618-0600,0600-112
897-19-9552,Ricky Druett,575 Red Cloud Park,Indianapolis,46254,Indiana,2020-06-07,3175622494,22-323-0813,0813-114
898-91-8536,Mattheus Villaret,07 Hoffman Center,Philadelphia,19184,Pennsylvania,2002-06-07,2159249236,22-323-0813,0813-110
899-49-6176,Janos Tuhy,4 Armistice Lane,Pensacola,32595,Florida,1904-08-10,8508017245,22-323-0813,0813-106
