emp_ssn,emp_name,emp_phone,emp_street,emp_city,emp_state,emp_zip,emp_dob,emp_role,dept_num
808-61-0341,Siffre Willox,2342658716,97 Transport Court,Akron,Ohio,44393,1939/08/02,Associate,3571-122
388-73-7763,Filip Fortin,8174293411,3873 Hazelcrest Court,Arlington,Texas,76004,1949/07/26,Legal Secretary,2939-100
308-63-7633,Crissie Sibery,8591931434,0131 Macpherson Park,Lexington,Kentucky,40586,1919/12/06,Paralegal,1568-100
651-23-1790,Marika Jedrzaszkiewicz,8127867655,79544 Anniversary Road,Bloomington,Indiana,47405,1969/12/29,Managing Partner,2423-108
885-41-5161,Ray Etridge,9159698119,53413 Loomis Avenue,El Paso,Texas,88569,1922/11/28,Managing Partner,4268-106
493-09-7692,Griff Bennison,6188833135,00 Troy Parkway,East Saint Louis,Illinois,62205,1939/06/23,Legal Secretary,2021-102
544-46-7880,Corny Beavon,2057586586,6 Merrick Trail,Birmingham,Alabama,35220,1982/01/01,Legal Secretary,0813-114
834-99-3273,Oates Applegarth,2153961936,20 Chinook Trail,Philadelphia,Pennsylvania,19136,1964/12/16,Managing Partner,1947-124
643-76-2988,Guillaume Welbelove,2564662645,25 Brickson Park Terrace,Huntsville,Alabama,35810,1923/02/20,Managing Partner,1947-112
270-50-0293,Terri Fancott,6024924124,89 Summerview Terrace,Phoenix,Arizona,85099,1982/01/25,Managing Partner,4773-102
785-83-5631,Davie Selesnick,3031569431,61167 Westridge Lane,Denver,Colorado,80228,1976/07/08,Paralegal,3571-122
744-21-1768,Jami Ashurst,4157453189,13035 Butternut Junction,Oakland,California,94611,2001/08/05,Associate,4268-106
818-77-8533,Sorcha Lambirth,5625822875,14 Commercial Pass,San Francisco,California,94110,1966/11/05,Associate,8140-102
756-62-6086,Mal Sterry,4045386901,2819 Melvin Drive,Atlanta,Georgia,30368,1954/09/04,Associate,4613-106
773-74-4694,Bobinette Hamson,7147881055,44 Victoria Park,Anaheim,California,92825,1971/05/15,Paralegal,1947-112
780-59-2672,Patsy Bulger,7249828677,24204 Basil Center,New Castle,Pennsylvania,16107,1960/12/31,Associate,7692-118
418-47-6429,Lesli Tomadoni,3044669647,329 East Drive,Charleston,West Virginia,25356,1937/08/27,Partner,0600-104
838-88-8616,Reg Wikey,9197390560,0004 Larry Hill,Durham,North Carolina,27717,1999/08/30,Legal Secretary,8140-124
405-44-3872,Gran Sturridge,6107177735,16 Dunning Drive,Allentown,Pennsylvania,18105,1966/06/29,Associate,0600-110
474-15-6152,Reiko Joincey,8137817493,3 Center Avenue,Tampa,Florida,33620,1935/08/10,Managing Partner,3571-102
482-59-6333,Rozina Christmas,9156257333,2 Dryden Court,El Paso,Texas,79968,1977/04/13,Partner,1489-100
864-77-5575,Anabal Sherwyn,9097739696,85999 Thackeray Drive,Riverside,California,92505,1979/05/01,Paralegal,2911-122
188-70-4037,Xaviera Beviss,5036854110,0 Kedzie Circle,Salem,Oregon,97306,1929/02/20,Associate,5785-104
694-58-1095,Paulette Mongan,8187777973,00854 Hagan Plaza,Torrance,California,90510,1933/11/18,Paralegal,3360-118
448-28-9062,King Bertson,3861092769,144 Knutson Junction,Daytona Beach,Florida,32128,1933/12/31,Partner,1568-108
619-18-9658,Ninon Neame,4069084509,7 Ludington Center,Billings,Montana,59112,1988/06/24,Managing Partner,8140-114
249-22-5382,Thorstein Lassen,2144030284,89434 Eastlawn Street,Garland,Texas,75049,1966/11/09,Legal Secretary,2939-110
565-74-9679,Sheffield Millery,9205492973,9 Thierer Avenue,Appleton,Wisconsin,54915,1957/08/15,Legal Secretary,1568-100
899-75-9902,Marrissa Fernley,6517394212,3423 Comanche Circle,Saint Paul,Minnesota,55114,1950/08/24,Paralegal,1947-112
127-98-6975,Rodge Basnall,7575829418,6 Gerald Court,Virginia Beach,Virginia,23471,1972/05/09,Associate,1947-112
738-40-3717,Maryjo Braben,8129096979,0521 Orin Circle,Evansville,Indiana,47737,1994/05/27,Managing Partner,9999-100
598-84-4975,Lynnell Willoughey,7061967066,97 Sage Drive,Augusta,Georgia,30911,1956/07/09,Legal Secretary,2911-118
882-25-8581,Ainslie Gahan,2055868591,94 Susan Drive,Birmingham,Alabama,35220,1930/02/18,Managing Partner,6708-106
448-75-1341,Donal Brok,2029724814,14292 Commercial Junction,Washington,District of Columbia,20409,1923/02/07,Paralegal,4613-118
194-39-4520,Brittne Putten,6147073748,19099 Springview Place,Columbus,Ohio,43215,1957/08/17,Legal Secretary,2021-124
348-53-8824,Caritta Eddleston,5158749408,600 4th Point,Des Moines,Iowa,50393,1981/05/11,Associate,4773-104
625-81-9657,Chane Whatson,3058491618,9 Johnson Terrace,Miami,Florida,33261,1989/04/25,Managing Partner,3704-122
253-94-4830,Charlie Cotilard,2026241396,9 Fulton Trail,Washington,District of Columbia,20503,1990/08/14,Partner,1568-100
295-30-9809,Haze Jilkes,2532905782,72351 Mcguire Trail,Tacoma,Washington,98442,1986/01/12,Paralegal,1947-112
531-34-6617,Nerte Croxall,7316347967,4919 Amoth Plaza,Jackson,Tennessee,38308,1986/03/16,Legal Secretary,2911-106
261-08-8770,Magdaia Kilpatrick,2027432196,295 Dovetail Drive,Washington,District of Columbia,20244,1953/08/24,Legal Secretary,3360-118
852-31-6063,Chelsey Seson,2404923429,92 Anthes Park,Hagerstown,Maryland,21747,1929/10/03,Paralegal,5785-110
444-09-0062,Tuck Vanichkov,5131545384,2 Michigan Park,Cincinnati,Ohio,45264,1991/06/05,Managing Partner,5785-122
872-17-5072,Roseanna Phippin,5014828936,76 Texas Park,Little Rock,Arkansas,72204,1927/12/15,Paralegal,2911-106
597-92-7107,Zondra Launder,7062506491,2698 Washington Pass,Athens,Georgia,30610,1961/07/29,Associate,4805-108
791-25-1232,Hubie Shorte,2531052817,7787 Upham Trail,Tacoma,Washington,98411,2002/07/06,Legal Secretary,3704-104
473-56-2674,Ashil Graddon,9071358992,8240 Towne Pass,Juneau,Alaska,99812,1969/01/12,Associate,0600-110
338-17-9768,Lowrance Lukock,2028697845,94 Meadow Vale Court,Washington,District of Columbia,20215,2002/03/18,Legal Secretary,8140-104
481-76-2247,Doroteya Moreno,7143145058,2 Springview Parkway,Irvine,California,92717,1932/08/09,Associate,1100-110
265-64-6647,June Stockford,8506841018,70 Grayhawk Terrace,Tallahassee,Florida,32314,1963/12/14,Paralegal,7817-106
199-21-7567,Rozalie Hounson,5402188895,64 Loeprich Avenue,Roanoke,Virginia,24014,1950/05/24,Legal Secretary,4700-104
228-80-7025,Reena Folbigg,7065760677,9 1st Drive,Augusta,Georgia,30911,1934/01/25,Legal Secretary,4613-118
240-39-4866,Jesselyn Slevin,2564828300,7520 Maple Plaza,Gadsden,Alabama,35905,1990/04/25,Partner,2423-124
569-06-3939,Opal Ofener,5055940264,4890 Bunker Hill Pass,Albuquerque,New Mexico,87110,1976/08/07,Partner,0600-122
288-05-5326,Fletcher Pladen,9197390685,59648 Sutherland Circle,Durham,North Carolina,27717,1946/03/09,Legal Secretary,7692-120
216-97-1067,Sada Compson,2057690923,89 Corry Crossing,Birmingham,Alabama,35236,1941/02/04,Partner,8140-100
232-96-9409,Gaylor Matteau,8281841745,4864 Duke Street,Asheville,North Carolina,28805,1988/10/01,Managing Partner,6401-124
446-83-3410,Dorree Wickwar,3039501101,13 Bartillon Parkway,Denver,Colorado,80279,1976/11/13,Managing Partner,2939-100
477-89-7114,Phillis Wooller,5157420406,63 Butterfield Junction,Des Moines,Iowa,50369,1976/10/06,Legal Secretary,3571-114
230-16-2281,Darcie McShane,5201449770,0638 Loftsgordon Way,Tucson,Arizona,85715,1977/05/27,Paralegal,4773-102
623-71-4454,Homere Grishechkin,2027715101,48672 Debs Alley,Washington,District of Columbia,20099,1964/08/26,Associate,0600-122
346-26-0082,Flory Fosbraey,9093503699,7152 Pankratz Circle,San Bernardino,California,92415,1924/07/09,Managing Partner,1489-124
393-73-3856,Fiorenze Screeton,2023604554,715 Hallows Point,Washington,District of Columbia,20073,1948/05/15,Associate,6708-120
283-98-8468,Odette Windus,3044838755,2189 Derek Place,Charleston,West Virginia,25305,1993/07/28,Managing Partner,3085-100
760-42-4543,Corrine Cattermull,6157250864,3547 New Castle Court,Nashville,Tennessee,37220,1954/03/14,Paralegal,0600-112
814-31-0803,Rina Queenborough,2021194011,8 Northridge Junction,Washington,District of Columbia,20099,1987/08/16,Paralegal,5785-110
820-14-3519,Adore Joutapavicius,3052412612,5 Crest Line Place,Miami,Florida,33142,1970/08/11,Associate,1568-108
235-83-6649,Colver Colum,2815905402,9439 Farmco Parkway,Houston,Texas,77293,1996/12/01,Paralegal,1568-124
829-21-7019,Sofie MacCaughen,3106177903,647 Summit Avenue,Inglewood,California,90398,1947/11/14,Associate,1489-110
711-90-9993,Paula Casham,6176614509,387 Continental Center,Boston,Massachusetts,02216,1964/03/13,Associate,1489-110
796-76-7381,Clevey Jenkin,3309144343,58163 Green Center,Akron,Ohio,44329,1946/10/20,Legal Secretary,0600-110
409-92-8426,Reyna Creddon,7723107205,00827 Cordelia Hill,Fort Pierce,Florida,34981,1945/01/23,Paralegal,0600-112
584-77-7213,Cathe McFadin,5099469279,818 Kingsford Street,Spokane,Washington,99205,1963/01/31,Managing Partner,9999-100
463-29-1078,Gerrard Gradon,7721267273,4177 Mcguire Road,Vero Beach,Florida,32969,1938/03/23,Partner,2911-122
778-70-9848,Daryle Roofe,4048836280,0 Northport Point,Atlanta,Georgia,31190,1995/10/08,Managing Partner,2423-124
755-42-9395,Avivah Cathenod,7137215028,49964 Ridgeview Drive,Houston,Texas,77045,1979/10/06,Associate,1489-124
487-02-3714,Urbano Hardware,6266692582,5 Steensland Drive,Pasadena,California,91103,1964/05/29,Partner,2423-124
758-76-8219,Dona Pyrke,7854638459,776 Meadow Vale Trail,Topeka,Kansas,66606,1941/05/08,Legal Secretary,4613-118
700-42-6220,Brier Treacher,4152258056,6 Sundown Circle,San Francisco,California,94142,1960/02/23,Associate,1568-124
861-80-9925,Torrin Epton,2541784681,20 Pennsylvania Alley,Waco,Texas,76711,1995/03/04,Paralegal,8757-122
258-21-1460,Ingeborg O'Docherty,6617668991,0912 Susan Parkway,Lancaster,California,93584,1945/03/18,Associate,2939-104
636-88-4987,Conan Bicheno,3175002596,11901 Holy Cross Parkway,Indianapolis,Indiana,46278,1970/04/29,Partner,7692-106
398-36-2340,Merell Elt,2677608397,92 Amoth Street,Philadelphia,Pennsylvania,19120,1987/01/08,Paralegal,8140-122
834-29-0706,Corabelle Kitchenham,7183124599,5 Lyons Center,Brooklyn,New York,11231,1981/06/17,Paralegal,6708-106
129-67-0193,Orbadiah Redmain,5105498165,6977 Darwin Road,Oakland,California,94616,1947/11/26,Partner,1568-124
632-78-5229,Jaquenetta Mussetti,6518938239,1 Mendota Drive,Saint Paul,Minnesota,55115,1986/10/08,Associate,2939-102
515-36-3100,Gare Downage,6199242815,80 Dottie Alley,San Diego,California,92170,1953/01/26,Legal Secretary,0600-112
173-01-5605,Merrill Applegarth,7137339885,6 School Crossing,Houston,Texas,77260,1995/12/12,Legal Secretary,3085-100
614-08-1623,Ruy Symones,4123695826,846 Kingsford Court,Pittsburgh,Pennsylvania,15255,1983/03/03,Legal Secretary,4613-118
776-73-9871,Fraze Lieber,3126389761,2352 Nevada Hill,Chicago,Illinois,60619,1940/10/06,Legal Secretary,0600-110
837-53-9845,Cecilla Digan,6232177541,0605 Starling Avenue,Phoenix,Arizona,85015,1985/06/25,Partner,0813-106
728-59-5085,Madelin Ramsell,2126537418,0837 Browning Lane,New York City,New York,10131,1988/04/04,Managing Partner,1568-100
690-75-6207,Kerby Hauxwell,4146224495,41432 Forest Run Way,Milwaukee,Wisconsin,53234,2002/06/16,Managing Partner,6401-108
296-58-5198,Ezechiel Somner,7577953635,44514 Rowland Way,Herndon,Virginia,22070,1939/12/16,Associate,4805-108
402-36-0232,Nap Fawdry,4029007049,8398 Fisk Terrace,Lincoln,Nebraska,68531,1971/07/30,Managing Partner,0813-106
686-41-3266,Hyacinthe Petras,4029714800,32313 Westend Trail,Omaha,Nebraska,68110,1986/10/08,Legal Secretary,6401-110
721-77-2831,Mace Bestall,5049123781,647 Cascade Center,New Orleans,Louisiana,70183,1960/04/16,Associate,8140-110
869-25-8795,Anthiathia Aitchinson,8058279855,887 Dakota Park,Bakersfield,California,93311,1944/10/22,Associate,1489-110
191-09-7125,Val Pellew,2282051313,86530 Meadow Vale Pass,Gulfport,Mississippi,39505,1993/06/14,Paralegal,0813-114
278-12-3818,Selena Dayment,3099442344,515 Clyde Gallagher Circle,Peoria,Illinois,61651,1988/01/08,Paralegal,8140-102
606-40-5736,Ardyth Caseborne,4079641333,4 Lighthouse Bay Place,Orlando,Florida,32891,2000/06/30,Paralegal,2423-116
287-93-3797,Suzie Larchiere,2084906897,5 Bay Circle,Boise,Idaho,83722,1983/06/28,Associate,6708-106
412-64-9829,Tammi McFarland,5134662183,41 Buena Vista Terrace,Cincinnati,Ohio,45264,1944/12/05,Managing Partner,4805-104
310-70-5486,Englebert Galego,7201632005,07 Old Shore Court,Littleton,Colorado,80126,1931/01/27,Associate,8757-122
560-44-0058,Isiahi Kupec,6031124572,782 Manitowish Parkway,Portsmouth,New Hampshire,00214,1996/08/31,Associate,1100-100
619-12-5241,Stanislas Kunzelmann,7248129475,5395 Morrow Court,Pittsburgh,Pennsylvania,15235,1924/07/05,Partner,2939-102
349-64-9217,Page Hiddsley,2097692153,2 Cordelia Street,Stockton,California,95219,1922/12/01,Legal Secretary,6401-114
192-53-4589,Lyndell Sandom,2026147625,6834 Victoria Road,Washington,District of Columbia,20380,1925/08/04,Associate,3085-100
134-35-3337,Gibby Bound,3145940300,10849 Johnson Court,Saint Louis,Missouri,63167,1946/03/30,Managing Partner,2423-124
417-41-0144,Jerry Rodwell,3121490164,09524 Little Fleur Plaza,Chicago,Illinois,60669,1920/03/07,Partner,7922-124
792-55-1607,Bee Bulteel,3219524618,2505 Portage Trail,Melbourne,Florida,32941,1991/12/09,Associate,2021-124
104-61-6529,Nisse Stebbin,2028040169,1 West Circle,Washington,District of Columbia,20215,1986/04/13,Associate,4700-104
692-92-9727,Josey Twentyman,9158674050,257 Sachs Lane,El Paso,Texas,79989,1934/06/02,Legal Secretary,6401-108
289-17-0347,Artie MacAdam,3479040753,05 Farragut Road,New York City,New York,10045,1935/10/04,Partner,7922-124
779-87-7048,Cosetta Kinsey,8178250351,79 Washington Trail,Fort Worth,Texas,76147,1947/01/10,Managing Partner,5785-110
548-26-4588,Rafe Job,5033158078,434 Leroy Junction,Portland,Oregon,97232,1949/09/28,Partner,2939-110
